"pos","rank","prob_gp"
"QB",1,0.927354277567839
"QB",2,0.925979478145476
"QB",3,0.924545873459745
"QB",4,0.922994658247282
"QB",5,0.921267027244718
"QB",6,0.919304175188687
"QB",7,0.917047296815822
"QB",8,0.914437586862757
"QB",9,0.911416240066125
"QB",10,0.90792445116256
"QB",11,0.903903382732538
"QB",12,0.899288976000794
"QB",13,0.894006223021127
"QB",14,0.887978737152168
"QB",15,0.881130131752551
"QB",16,0.873384020180908
"QB",17,0.864664015795871
"QB",18,0.854893731956073
"QB",19,0.843996782020148
"QB",20,0.831896779346726
"QB",21,0.818518262320882
"QB",22,0.803813823645243
"QB",23,0.787768489762046
"QB",24,0.770369093805797
"QB",25,0.751602468911001
"QB",26,0.731455448212167
"QB",27,0.7099148648438
"QB",28,0.686967551940407
"QB",29,0.662600342636493
"QB",30,0.636800070066565
"QB",31,0.609573540327763
"QB",32,0.581159745207847
"QB",33,0.551947473714333
"QB",34,0.522328011475062
"QB",35,0.49269264411788
"QB",36,0.463432657270629
"QB",37,0.434939336561154
"QB",38,0.407603967617298
"QB",39,0.381817836066905
"QB",40,0.357972227537818
"QB",41,0.33639672218931
"QB",42,0.317075614697335
"QB",43,0.299873163318519
"QB",44,0.284653505790993
"QB",45,0.271280779852887
"QB",46,0.259619123242332
"QB",47,0.249532673697461
"QB",48,0.240885568956403
"QB",49,0.233541946757291
"QB",50,0.227365941673983
"QB",51,0.222218536665798
"QB",52,0.217951649053846
"QB",53,0.21441557605216
"QB",54,0.211460614874777
"QB",55,0.208937062735733
"QB",56,0.20669521684906
"QB",57,0.204585374428797
"QB",58,0.202457832688977
"QB",59,0.200162888843636
"QB",60,0.197552106752448
"QB",61,0.194553049013428
"QB",62,0.19121107626902
"QB",63,0.187581682326779
"QB",64,0.18372036099426
"QB",65,0.179682606079019
"QB",66,0.17552391138861
"QB",67,0.17129977073059
"QB",68,0.167065677912514
"QB",69,0.162877126741936
"QB",70,0.158787009939656
"QB",71,0.154801525517
"QB",72,0.150886481810127
"QB",73,0.147006355398777
"QB",74,0.143125622862686
"QB",75,0.139208760781594
"QB",76,0.13522024573524
"QB",77,0.131124554303361
"QB",78,0.126886163065696
"QB",79,0.122469548601984
"QB",80,0.117843750726886
"QB",81,0.113014049056608
"QB",82,0.108003004962939
"QB",83,0.102833286248803
"QB",84,0.0975275607171237
"QB",85,0.0921084961708246
"QB",86,0.0865987604128302
"QB",87,0.0810210212460639
"QB",88,0.0753979464734501
"QB",89,0.069752203897912
"RB",1,0.793857134834305
"RB",2,0.793970547687312
"RB",3,0.794080518660934
"RB",4,0.794183605875787
"RB",5,0.794276367452488
"RB",6,0.794355361511652
"RB",7,0.794417146173894
"RB",8,0.79445827955983
"RB",9,0.794475319790076
"RB",10,0.794464824985248
"RB",11,0.794423353265962
"RB",12,0.794347462752832
"RB",13,0.794233711566475
"RB",14,0.794078657827506
"RB",15,0.793878859656542
"RB",16,0.793630875174197
"RB",17,0.793331262501088
"RB",18,0.792976579757831
"RB",19,0.79256338506504
"RB",20,0.792088236543332
"RB",21,0.791547692313323
"RB",22,0.790938624687955
"RB",23,0.790259162749484
"RB",24,0.789507749772494
"RB",25,0.788682829031567
"RB",26,0.787782843801285
"RB",27,0.786806237356233
"RB",28,0.785751452970992
"RB",29,0.784616933920147
"RB",30,0.78340112347828
"RB",31,0.782102464919973
"RB",32,0.780719401519811
"RB",33,0.779250376552376
"RB",34,0.77769383329225
"RB",35,0.776048215014018
"RB",36,0.774311964992261
"RB",37,0.772483526501564
"RB",38,0.770561342816508
"RB",39,0.768543857211677
"RB",40,0.766429512961654
"RB",41,0.764216753341022
"RB",42,0.761903025981455
"RB",43,0.759481795942994
"RB",44,0.756945532642769
"RB",45,0.754286705497913
"RB",46,0.751497783925557
"RB",47,0.748571237342832
"RB",48,0.74549953516687
"RB",49,0.742275146814802
"RB",50,0.738890541703761
"RB",51,0.735338189250877
"RB",52,0.731610558873281
"RB",53,0.727700119988107
"RB",54,0.723599342012484
"RB",55,0.719300694363545
"RB",56,0.71479664645842
"RB",57,0.710079667714243
"RB",58,0.705142227548143
"RB",59,0.699976795377252
"RB",60,0.694575840618703
"RB",61,0.688931832689626
"RB",62,0.68304081975933
"RB",63,0.676913165005828
"RB",64,0.67056281035931
"RB",65,0.664003697749965
"RB",66,0.657249769107984
"RB",67,0.650314966363556
"RB",68,0.643213231446872
"RB",69,0.635958506288121
"RB",70,0.628564732817493
"RB",71,0.621045852965179
"RB",72,0.613415808661367
"RB",73,0.605688541836248
"RB",74,0.597877994420012
"RB",75,0.589998108342848
"RB",76,0.582062825534947
"RB",77,0.574086087926499
"RB",78,0.566081837447693
"RB",79,0.558064016028719
"RB",80,0.550046565599767
"RB",81,0.542043428091027
"RB",82,0.534067876700482
"RB",83,0.52613050969729
"RB",84,0.5182412566184
"RB",85,0.510410047000763
"RB",86,0.502646810381329
"RB",87,0.494961476297048
"RB",88,0.487363974284872
"RB",89,0.479864233881749
"RB",90,0.472472184624631
"RB",91,0.465197756050468
"RB",92,0.45805087769621
"RB",93,0.451041479098807
"RB",94,0.44417948979521
"RB",95,0.437474839322369
"RB",96,0.430937457217234
"RB",97,0.424577273016756
"RB",98,0.418404216257885
"RB",99,0.412428216477572
"RB",100,0.406659203212766
"RB",101,0.401107106000418
"RB",102,0.395778305922623
"RB",103,0.390664990242053
"RB",104,0.385755797766525
"RB",105,0.381039367303855
"RB",106,0.376504337661861
"RB",107,0.37213934764836
"RB",108,0.367933036071168
"RB",109,0.363874041738102
"RB",110,0.359951003456979
"RB",111,0.356152560035615
"RB",112,0.352467350281828
"RB",113,0.348884013003435
"RB",114,0.345391187008251
"RB",115,0.341977511104095
"RB",116,0.338631624098782
"RB",117,0.33534216480013
"RB",118,0.332097772015955
"RB",119,0.328887084554075
"RB",120,0.325698741222306
"RB",121,0.322521380828464
"RB",122,0.319345701388961
"RB",123,0.316170637754577
"RB",124,0.312997183984689
"RB",125,0.309826334138671
"RB",126,0.306659082275899
"RB",127,0.303496422455749
"RB",128,0.300339348737595
"RB",129,0.297188855180812
"RB",130,0.294045935844777
"RB",131,0.290911584788864
"RB",132,0.287786796072449
"RB",133,0.284672563754907
"RB",134,0.281569881895613
"RB",135,0.278479744553942
"RB",136,0.27540314578927
"RB",137,0.272341079660972
"RB",138,0.269294540228424
"RB",139,0.266264521551
"RB",140,0.263252017688077
"RB",141,0.260258022699029
"RB",142,0.257283413727127
"RB",143,0.254328600251226
"RB",144,0.251393874834077
"RB",145,0.24847953003843
"RB",146,0.245585858427036
"RB",147,0.242713152562646
"RB",148,0.239861705008009
"RB",149,0.237031808325877
"RB",150,0.234223755079
"RB",151,0.231437837830129
"RB",152,0.228674349142014
"RB",153,0.225933581577405
"RB",154,0.223215827699055
"RB",155,0.220521380069712
"RB",156,0.217850531252127
"RB",157,0.215203573809052
"RB",158,0.212580800303237
"RB",159,0.209982503297431
"RB",160,0.207408975354387
"RB",161,0.204860509036854
"RB",162,0.202337146923408
"RB",163,0.199837931655925
"RB",164,0.197361655892109
"RB",165,0.194907112289659
"RB",166,0.192473093506279
"RB",167,0.19005839219967
"RB",168,0.187661801027534
"RB",169,0.185282112647572
"RB",170,0.182918119717487
"RB",171,0.18056861489498
"RB",173,0.175908240203508
"RB",174,0.173594955649946
"RB",175,0.17129132983477
"RB",176,0.168996155415682
"RB",177,0.166708225050382
"RB",178,0.164426331396574
"RB",179,0.162149267111958
"RB",180,0.159875824854237
"RB",181,0.157604797281112
"RB",182,0.155334977050285
"TE",1,0.814688724865766
"TE",2,0.81369867268745
"TE",3,0.8127039138165
"TE",4,0.811699741560279
"TE",5,0.810681449226153
"TE",6,0.809644330121487
"TE",7,0.808583677553646
"TE",8,0.807494784829995
"TE",9,0.806372945257898
"TE",10,0.805213452144721
"TE",11,0.804011598797828
"TE",12,0.802762678524586
"TE",13,0.801461984632357
"TE",14,0.800104810428508
"TE",15,0.798686449220404
"TE",16,0.797201902487242
"TE",17,0.795628662018212
"TE",18,0.793917079582993
"TE",19,0.792015172325927
"TE",20,0.789870957391356
"TE",21,0.787432451923625
"TE",22,0.784647673067076
"TE",23,0.78146463796605
"TE",24,0.777831363764893
"TE",25,0.773695867607948
"TE",26,0.769006166639555
"TE",27,0.763710278004059
"TE",28,0.757756218845803
"TE",29,0.75109200630913
"TE",30,0.743665657538382
"TE",31,0.735433176717179
"TE",32,0.726443417360715
"TE",33,0.716805135778755
"TE",34,0.706628086660968
"TE",35,0.696022024697027
"TE",36,0.685096704576604
"TE",37,0.673961880989371
"TE",38,0.662727308624998
"TE",39,0.651502742173159
"TE",40,0.640397936323524
"TE",41,0.629522645765766
"TE",42,0.618986625189555
"TE",43,0.608899629284565
"TE",44,0.599371412740466
"TE",45,0.59051173024693
"TE",46,0.58240277424424
"TE",47,0.575016488175119
"TE",48,0.5682972532329
"TE",49,0.562189450610917
"TE",50,0.556637461502505
"TE",51,0.551585667100996
"TE",52,0.546978448599726
"TE",53,0.542760187192026
"TE",54,0.538875264071232
"TE",55,0.535268060430677
"TE",56,0.531882957463695
"TE",57,0.528664336363619
"TE",58,0.525556578323784
"TE",59,0.522504064537523
"TE",60,0.519451324162897
"TE",61,0.516351764241628
"TE",62,0.51317255253511
"TE",63,0.509882040522558
"TE",64,0.506448579683186
"TE",65,0.502840521496211
"TE",66,0.499026217440848
"TE",67,0.494974018996311
"TE",68,0.490652277641817
"TE",69,0.486029344856579
"TE",70,0.481073572119814
"TE",71,0.475753310910736
"TE",72,0.470036912708561
"TE",73,0.463892728992504
"TE",74,0.45728911124178
"TE",75,0.450198806655299
"TE",76,0.442645662673424
"TE",77,0.434686494634226
"TE",78,0.426378667340741
"TE",79,0.417779545596003
"TE",80,0.408946494203047
"TE",81,0.399936877964908
"TE",82,0.39080806168462
"TE",83,0.381617410165218
"TE",84,0.372422288209736
"TE",85,0.36328006062121
"TE",86,0.354248092202674
"TE",87,0.345383747757163
"TE",88,0.336744392087711
"TE",89,0.328387389997353
"TE",90,0.320355585862074
"TE",91,0.312633742349658
"TE",92,0.305192101700842
"TE",93,0.29800090615636
"TE",94,0.291030397956947
"TE",95,0.284250819343339
"TE",96,0.27763241255627
"TE",97,0.271145419836476
"TE",98,0.264760083424693
"TE",99,0.258446645561654
"TE",100,0.252175348488095
"TE",101,0.245916434444752
"TE",102,0.239640145672359
"TE",103,0.233316724411652
"TE",104,0.226916895026367
"TE",105,0.220440309260301
"TE",106,0.213931456296345
"TE",107,0.207438682301398
"TE",108,0.201010333442361
"TE",109,0.194694755886132
"TE",110,0.188540295799612
"TE",111,0.182595299349698
"TE",112,0.176908112703292
"TE",113,0.171527082027291
"TE",114,0.166500553488597
"TE",115,0.161876873254108
"TE",116,0.157704387490722
"TE",117,0.154031442365342
"TE",118,0.150906384044865
"TE",119,0.14837324105508
"TE",120,0.146425849343872
"TE",121,0.145025662550799
"TE",122,0.144133594610278
"TE",123,0.14371055945673
"TE",124,0.143717471024573
"TE",125,0.144115243248227
"TE",126,0.14486479006211
"TE",127,0.145927025400641
"TE",129,0.148833217389323
"TE",130,0.150599001908313
"TE",131,0.152521130689626
"TE",132,0.154560517667683
"TE",133,0.156678076776901
"TE",134,0.158834721951701
"WR",1,0.877333865442694
"WR",2,0.875693044138799
"WR",3,0.874051319800884
"WR",4,0.872407789394929
"WR",5,0.870761549886913
"WR",6,0.869111698242815
"WR",7,0.867457331428615
"WR",8,0.865797546410293
"WR",9,0.864131440153829
"WR",10,0.862458109625202
"WR",11,0.860776651790392
"WR",12,0.859086163615377
"WR",13,0.857385742066139
"WR",14,0.855674484108657
"WR",15,0.853951486708911
"WR",16,0.852215846832879
"WR",17,0.850466661446542
"WR",18,0.848703027515879
"WR",19,0.84692404200687
"WR",20,0.845128801885495
"WR",21,0.843316404117733
"WR",22,0.841485945669564
"WR",23,0.839636523506967
"WR",24,0.837767234595923
"WR",25,0.83587717590241
"WR",26,0.833965444392409
"WR",27,0.832031137031899
"WR",28,0.830073360706703
"WR",29,0.828092833037237
"WR",30,0.826093649350634
"WR",31,0.824080330287322
"WR",32,0.822057396487726
"WR",33,0.820029368592272
"WR",34,0.818000767241385
"WR",35,0.815976113075492
"WR",36,0.813959926735018
"WR",37,0.811956728860389
"WR",38,0.809971040092032
"WR",39,0.808007381070371
"WR",40,0.806070272435833
"WR",41,0.804164234828843
"WR",42,0.802293788889828
"WR",43,0.800463455259212
"WR",44,0.798677754577423
"WR",45,0.796941207484886
"WR",46,0.795258334622026
"WR",47,0.79363365662927
"WR",48,0.792071694147044
"WR",49,0.790576967815772
"WR",50,0.789153998275882
"WR",51,0.787807306167799
"WR",52,0.786541412131948
"WR",53,0.785360836808756
"WR",54,0.784270100838649
"WR",55,0.78327342984752
"WR",56,0.782366102223702
"WR",57,0.78153305240854
"WR",58,0.780758638643125
"WR",59,0.780027219168549
"WR",60,0.779323152225902
"WR",61,0.778630796056275
"WR",62,0.77793450890076
"WR",63,0.777218649000447
"WR",64,0.776467574596429
"WR",65,0.775665643929794
"WR",66,0.774797215241636
"WR",67,0.773846646773045
"WR",68,0.772798296765111
"WR",69,0.771636523458927
"WR",70,0.770345685095582
"WR",71,0.768910139916169
"WR",72,0.767314246161778
"WR",73,0.765542362073501
"WR",74,0.763578845892427
"WR",75,0.76140805585965
"WR",76,0.759014350216258
"WR",77,0.756382087203345
"WR",78,0.753495625061999
"WR",79,0.750339322033314
"WR",80,0.746897536358379
"WR",81,0.743154626278287
"WR",82,0.739096881415705
"WR",83,0.734733043704147
"WR",84,0.730086340438959
"WR",85,0.725180240338188
"WR",86,0.720038212119876
"WR",87,0.714683724502069
"WR",88,0.709140246202811
"WR",89,0.703431245940147
"WR",90,0.697580192432121
"WR",91,0.691610554396778
"WR",92,0.685545800552163
"WR",93,0.67940939961632
"WR",94,0.673224820307293
"WR",95,0.667015531343128
"WR",96,0.660805001441869
"WR",97,0.65461669932156
"WR",98,0.648474093700245
"WR",99,0.642400653295971
"WR",100,0.63641984682678
"WR",101,0.630555143010718
"WR",102,0.62483001056583
"WR",103,0.619267918210159
"WR",104,0.613892334661751
"WR",105,0.608726728638649
"WR",106,0.603794568858899
"WR",107,0.599119324040546
"WR",108,0.594724462901632
"WR",109,0.590627840165806
"WR",110,0.586815896310711
"WR",111,0.583264150840514
"WR",112,0.579948112294549
"WR",113,0.576843289212148
"WR",114,0.573925190132646
"WR",115,0.571169323595375
"WR",116,0.56855119813967
"WR",117,0.566046322304864
"WR",118,0.56363020463029
"WR",119,0.561278353655282
"WR",120,0.558966277919174
"WR",121,0.556669485961298
"WR",122,0.554363486320988
"WR",123,0.552023787537579
"WR",124,0.549625898150402
"WR",125,0.547145326698792
"WR",126,0.544557581722083
"WR",127,0.541838171759608
"WR",128,0.538962605350699
"WR",129,0.535906391034692
"WR",130,0.532645037350918
"WR",131,0.529154052838712
"WR",132,0.525408946037408
"WR",133,0.521385225486338
"WR",134,0.517058399724836
"WR",135,0.512403987787796
"WR",136,0.507407962287653
"WR",137,0.502086365615615
"WR",138,0.496460613889499
"WR",139,0.490552123227122
"WR",140,0.4843823097463
"WR",141,0.47797258956485
"WR",142,0.471344378800589
"WR",143,0.464519093571333
"WR",144,0.457518149994899
"WR",145,0.450362964189103
"WR",146,0.443074952271762
"WR",147,0.435675530360693
"WR",148,0.428186114573712
"WR",149,0.420628121028636
"WR",150,0.413022965843282
"WR",151,0.405392065135466
"WR",152,0.397756835023004
"WR",153,0.390138691623714
"WR",154,0.382559051055412
"WR",155,0.375039329435915
"WR",156,0.367600942883038
"WR",157,0.3602653075146
"WR",158,0.353053839448416
"WR",159,0.345987954802303
"WR",160,0.339089069694078
"WR",161,0.332378600241558
"WR",162,0.325877826202434
"WR",163,0.319599845726947
"WR",164,0.313545075473784
"WR",165,0.307712841220642
"WR",166,0.302102468745214
"WR",167,0.296713283825196
"WR",168,0.291544612238281
"WR",169,0.286595779762165
"WR",170,0.281866112174543
"WR",171,0.27735493525311
"WR",172,0.273061574775559
"WR",173,0.268985356519586
"WR",174,0.265125606262886
"WR",175,0.261481649783153
"WR",176,0.258052812858082
"WR",177,0.254838421265368
"WR",178,0.251837800782706
"WR",179,0.24905027718779
"WR",180,0.246475176258315
"WR",181,0.244111823771976
"WR",182,0.241959545506467
"WR",183,0.240017667239484
"WR",184,0.238285514748721
"WR",185,0.236762413811873
"WR",186,0.235447690206635
"WR",187,0.234340669710701
"WR",188,0.233440678101765
"WR",189,0.232746534784153
"WR",190,0.232247968747417
"WR",191,0.231926846015397
"WR",192,0.231764773348766
"WR",193,0.231743357508198
"WR",194,0.231844205254364
"WR",195,0.232048923347939
"WR",196,0.232339118549595
"WR",197,0.232696397620005
"WR",198,0.233102367319843
"WR",199,0.23353863440978
"WR",200,0.23398680565049
"WR",201,0.234428487802647
"WR",202,0.234845287626922
"WR",203,0.23521881188399
"WR",204,0.235530667334522
"WR",205,0.235762460739193
"WR",206,0.235895798858675
"WR",207,0.23591228845364
"WR",208,0.235793536284763
"WR",209,0.235521149112715
"WR",210,0.235076733698171
"WR",211,0.234441896801802
"WR",212,0.233598245184283
"WR",213,0.232527385606285
"WR",214,0.231210924828482
"WR",215,0.229630469611547
"WR",216,0.227769877807875
"WR",217,0.225630884744643
"WR",218,0.223223751020594
"WR",219,0.220558789738065
"WR",220,0.217646313999398
"WR",221,0.21449663690693
"WR",222,0.211120071563
"WR",223,0.207526931069949
"WR",224,0.203727528530115
"WR",225,0.199732177045837
"WR",226,0.195551189719455
"WR",227,0.191194879653307
"WR",228,0.186673559949732
"WR",229,0.181997543711071
"WR",230,0.177177144039661
"WR",231,0.172222674037843
"WR",232,0.167144446807955
"WR",234,0.156657973073327
"WR",235,0.151270352773264
"WR",236,0.145800227654489
"WR",237,0.140257910819339
"WR",238,0.134653715370155
"WR",239,0.128997954409275
"WR",240,0.123300941039038
"WR",241,0.117572988361784
"WR",242,0.111824409479852
"WR",243,0.10606551749558
